id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,compound_db_identity:compound_db_identity,compound_db_identity:compound_name,compound_db_identity:mol_formula,compound_db_identity:adduct,compound_db_identity:precursor_mz,compound_db_identity:mz_diff_ppm,compound_db_identity:neutral_mass,compound_db_identity:isotope_pattern_score,datafile:HODA_6008-77-2_10mgmL.raw:feature_state,datafile:HODA_6008-77-2_10mgmL.raw:mz,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:min,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:max,datafile:HODA_6008-77-2_10mgmL.raw:rt,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:min,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:max,datafile:HODA_6008-77-2_10mgmL.raw:height,datafile:HODA_6008-77-2_10mgmL.raw:area,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:min,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:max,datafile:HODA_6008-77-2_10mgmL.raw:fwhm,datafile:HODA_6008-77-2_10mgmL.raw:tailing_factor,datafile:HODA_6008-77-2_10mgmL.raw:asymmetry_factor,datafile:HODA_6008-77-2_10mgmL.raw:fragment_scans,datafile:HODA_6008-77-2_10mgmL.raw:compound_name,datafile:HODA_6008-77-2_10mgmL.raw:isotopes,datafile:HODA_6008-77-2_10mgmL.raw:isotope_pattern_score
3392,38.72,38.67,38.77,580.4425,580.4424,580.4427,2.9E3,2.4E2,1.0E3,2.9E3,0,,,,,,,,,DETECTED,580.4425,580.4424,580.4427,38.72,38.67,38.77,2.9E3,2.4E2,1.0E3,2.9E3,0.11,1.00,1.00,0,,,
3393,38.74,38.12,39.00,424.3636,424.3633,424.3638,1.6E4,4.4E3,7.9E2,1.6E4,0,,,,,,,,,DETECTED,424.3636,424.3633,424.3638,38.74,38.12,39.00,1.6E4,4.4E3,7.9E2,1.6E4,0.14,0.73,0.39,0,,,
3394,38.74,38.33,39.13,438.3793,438.3790,438.3796,2.3E3,1.3E3,7.9E2,2.3E3,0,,,,,,,,,DETECTED,438.3793,438.3790,438.3796,38.74,38.33,39.13,2.3E3,1.3E3,7.9E2,2.3E3,0.83,0.99,0.98,0,,,
3395,38.74,38.65,38.95,457.2564,457.2564,457.2566,1.1E4,1.9E3,1.5E3,1.1E4,0,,,,,,,,,DETECTED,457.2564,457.2564,457.2566,38.74,38.65,38.95,1.1E4,1.9E3,1.5E3,1.1E4,0.16,1.70,2.54,0,,,
3396,38.74,38.61,38.91,495.3896,495.3895,495.3898,2.4E4,3.7E3,1.1E3,2.4E4,0,,,,,,,,,DETECTED,495.3896,495.3895,495.3898,38.74,38.61,38.91,2.4E4,3.7E3,1.1E3,2.4E4,0.13,1.21,1.65,0,,,
3397,38.74,38.67,38.95,496.3932,496.3930,496.3934,6.7E3,9.8E2,1.4E3,6.7E3,0,,,,,,,,,DETECTED,496.3932,496.3930,496.3934,38.74,38.67,38.95,6.7E3,9.8E2,1.4E3,6.7E3,0.13,2.00,3.00,0,,,
3398,38.74,38.60,38.91,512.4161,512.4160,512.4164,5.9E4,9.1E3,1.9E3,5.9E4,0,,,,,,,,,DETECTED,512.4161,512.4160,512.4164,38.74,38.60,38.91,5.9E4,9.1E3,1.9E3,5.9E4,0.14,1.20,1.64,0,,,
3399,38.74,38.63,38.91,513.4195,513.4194,513.4198,1.7E4,2.5E3,1.4E3,1.7E4,0,,,,,,,,,DETECTED,513.4195,513.4194,513.4198,38.74,38.63,38.91,1.7E4,2.5E3,1.4E3,1.7E4,0.14,1.33,1.80,0,,,
3400,38.74,38.68,38.79,514.4223,514.4216,514.4228,2.1E3,1.8E2,9.7E2,2.1E3,0,,,,,,,,,DETECTED,514.4223,514.4216,514.4228,38.74,38.68,38.79,2.1E3,1.8E2,9.7E2,2.1E3,0.11,1.00,1.00,0,,,
3401,38.74,38.65,38.86,791.5715,791.5710,791.5720,1.8E3,2.9E2,7.3E2,1.8E3,0,,,,,,,,,DETECTED,791.5715,791.5710,791.5720,38.74,38.65,38.86,1.8E3,2.9E2,7.3E2,1.8E3,0.22,1.20,1.40,0,,,
3402,38.75,38.07,39.15,407.3369,407.3367,407.3371,4.6E4,1.1E4,8.0E2,4.6E4,0,,,,,,,,,DETECTED,407.3369,407.3367,407.3371,38.75,38.07,39.15,4.6E4,1.1E4,8.0E2,4.6E4,0.14,0.82,0.40,0,,,
3403,38.75,38.28,38.91,408.3403,408.3401,408.3406,1.2E4,2.4E3,7.5E2,1.2E4,0,,,,,,,,,DETECTED,408.3403,408.3401,408.3406,38.75,38.28,38.91,1.2E4,2.4E3,7.5E2,1.2E4,0.14,0.66,0.35,0,,,
3404,38.75,38.60,39.13,408.3686,408.3684,408.3688,1.2E4,2.6E3,1.4E3,1.2E4,0,,,,,,,,,DETECTED,408.3686,408.3684,408.3688,38.75,38.60,39.13,1.2E4,2.6E3,1.4E3,1.2E4,0.17,1.70,2.56,0,,,
3405,38.75,38.67,38.86,409.3719,409.3717,409.3721,2.8E3,3.9E2,7.5E2,2.8E3,0,,,,,,,,,DETECTED,409.3719,409.3717,409.3721,38.75,38.67,38.86,2.8E3,3.9E2,7.5E2,2.8E3,0.15,1.10,1.20,0,,,
3406,38.75,38.68,38.82,425.3669,425.3668,425.3671,3.8E3,4.0E2,1.3E3,3.8E3,0,,,,,,,,,DETECTED,425.3669,425.3668,425.3671,38.75,38.68,38.82,3.8E3,4.0E2,1.3E3,3.8E3,0.12,1.00,1.00,0,,,
3407,38.75,38.65,38.86,435.2745,435.2744,435.2747,5.9E3,8.9E2,2.1E3,5.9E3,0,,,,,,,,,DETECTED,435.2745,435.2744,435.2747,38.75,38.65,38.86,5.9E3,8.9E2,2.1E3,5.9E3,0.16,1.00,1.00,0,,,
3408,38.75,38.53,39.17,451.3634,451.3631,451.3635,4.2E4,7.9E3,1.2E3,4.2E4,0,,,,,,,,,DETECTED,451.3634,451.3631,451.3635,38.75,38.53,39.17,4.2E4,7.9E3,1.2E3,4.2E4,0.15,1.85,1.74,0,,,
3409,38.75,38.61,38.98,452.3668,452.3665,452.3669,1.1E4,1.8E3,8.8E2,1.1E4,0,,,,,,,,,DETECTED,452.3668,452.3665,452.3669,38.75,38.61,38.98,1.1E4,1.8E3,8.8E2,1.1E4,0.15,1.31,1.64,0,,,
3410,38.75,38.68,38.82,458.2597,458.2596,458.2600,3.1E3,3.4E2,1.2E3,3.1E3,0,,,,,,,,,DETECTED,458.2597,458.2596,458.2600,38.75,38.68,38.82,3.1E3,3.4E2,1.2E3,3.1E3,0.13,1.00,1.00,0,,,
3411,38.75,38.46,39.13,468.3899,468.3896,468.3901,4.3E4,8.5E3,1.2E3,4.3E4,0,,,,,,,,,DETECTED,468.3899,468.3896,468.3901,38.75,38.46,39.13,4.3E4,8.5E3,1.2E3,4.3E4,0.15,1.45,1.78,0,,,
3412,38.75,38.61,39.03,469.3933,469.3930,469.3935,1.2E4,2.1E3,7.9E2,1.2E4,0,,,,,,,,,DETECTED,469.3933,469.3930,469.3935,38.75,38.61,39.03,1.2E4,2.1E3,7.9E2,1.2E4,0.15,1.56,1.91,0,,,
3413,38.75,38.49,39.38,496.4212,496.4208,496.4214,2.4E4,7.6E3,1.6E3,2.4E4,0,,,,,,,,,DETECTED,496.4212,496.4208,496.4214,38.75,38.49,39.38,2.4E4,7.6E3,1.6E3,2.4E4,0.25,1.72,1.89,0,,,
3414,38.75,38.58,39.00,497.4246,497.4244,497.4248,6.4E3,1.7E3,1.0E3,6.4E3,0,,,,,,,,,DETECTED,497.4246,497.4244,497.4248,38.75,38.58,39.00,6.4E3,1.7E3,1.0E3,6.4E3,0.25,1.20,1.40,0,,,
3415,38.75,38.44,39.52,570.4581,570.4576,570.4583,4.3E3,3.5E3,1.7E3,4.3E3,0,,,,,,,,,DETECTED,570.4581,570.4576,570.4583,38.75,38.44,39.52,4.3E3,3.5E3,1.7E3,4.3E3,0.94,1.71,2.43,0,,,
3416,38.75,38.61,38.93,790.5680,790.5668,790.5683,3.7E3,8.5E2,1.2E3,3.7E3,0,,,,,,,,,DETECTED,790.5680,790.5668,790.5683,38.75,38.61,38.93,3.7E3,8.5E2,1.2E3,3.7E3,0.26,1.13,1.25,0,,,
3417,38.77,38.53,39.19,473.3453,473.3450,473.3455,9.4E3,3.0E3,7.9E2,9.4E3,0,,,,,,,,,DETECTED,473.3453,473.3450,473.3455,38.77,38.53,39.19,9.4E3,3.0E3,7.9E2,9.4E3,0.28,1.34,1.62,0,,,
3418,38.77,38.67,38.93,474.3485,474.3483,474.3487,2.3E3,4.8E2,9.7E2,2.3E3,0,,,,,,,,,DETECTED,474.3485,474.3483,474.3487,38.77,38.67,38.93,2.3E3,4.8E2,9.7E2,2.3E3,0.26,1.25,1.50,0,,,
3419,38.77,38.65,38.88,480.3324,480.3323,480.3325,3.7E3,6.0E2,9.3E2,3.7E3,0,,,,,,,,,DETECTED,480.3324,480.3323,480.3325,38.77,38.65,38.88,3.7E3,6.0E2,9.3E2,3.7E3,0.17,0.93,0.86,0,,,
3420,38.77,38.51,39.32,482.4056,482.4052,482.4057,4.1E3,2.2E3,1.3E3,4.1E3,0,,,,,,,,,DETECTED,482.4056,482.4052,482.4057,38.77,38.51,39.32,4.1E3,2.2E3,1.3E3,4.1E3,0.62,1.55,2.09,0,,,
3421,38.86,38.61,39.02,494.3481,494.3479,494.3483,4.1E3,1.2E3,1.6E3,4.1E3,0,,,,,,,,,DETECTED,494.3481,494.3479,494.3483,38.86,38.61,39.02,4.1E3,1.2E3,1.6E3,4.1E3,0.31,0.82,0.64,0,,,
3422,38.88,38.82,38.93,662.3391,662.3388,662.3392,2.9E3,2.3E2,1.1E3,2.9E3,0,,,,,,,,,DETECTED,662.3391,662.3388,662.3392,38.88,38.82,38.93,2.9E3,2.3E2,1.1E3,2.9E3,0.09,1.00,1.00,0,,,
3423,38.88,38.82,38.98,996.4658,996.4656,996.4661,4.3E3,4.8E2,1.1E3,4.3E3,0,,,,,,,,,DETECTED,996.4658,996.4656,996.4661,38.88,38.82,38.98,4.3E3,4.8E2,1.1E3,4.3E3,0.12,1.50,2.00,0,,,
3424,38.89,38.84,38.98,477.3215,477.3214,477.3217,2.6E3,2.8E2,9.9E2,2.6E3,0,,,,,,,,,DETECTED,477.3215,477.3214,477.3217,38.89,38.84,38.98,2.6E3,2.8E2,9.9E2,2.6E3,0.13,1.33,1.66,0,,,
3425,38.89,38.81,39.00,540.3901,540.3900,540.3903,2.6E3,3.7E2,8.3E2,2.6E3,0,,,,,,,,,DETECTED,540.3901,540.3900,540.3903,38.89,38.81,39.00,2.6E3,3.7E2,8.3E2,2.6E3,0.16,1.10,1.20,0,,,
3426,38.89,38.82,38.95,1024.4971,1024.4967,1024.4975,3.8E3,3.6E2,1.3E3,3.8E3,0,,,,,,,,,DETECTED,1024.4971,1024.4967,1024.4975,38.89,38.82,38.95,3.8E3,3.6E2,1.3E3,3.8E3,0.11,0.87,0.75,0,,,
3427,38.93,38.88,38.98,884.5950,884.5948,884.5953,3.4E3,2.8E2,1.3E3,3.4E3,0,,,,,,,,,DETECTED,884.5950,884.5948,884.5953,38.93,38.88,38.98,3.4E3,2.8E2,1.3E3,3.4E3,0.11,1.00,1.00,0,,,
3428,38.95,38.88,39.10,429.3117,429.3109,429.3118,1.8E4,2.1E3,9.5E2,1.8E4,0,,,,,,,,,DETECTED,429.3117,429.3109,429.3118,38.95,38.88,39.10,1.8E4,2.1E3,9.5E2,1.8E4,0.11,1.57,1.75,0,,,
3429,38.95,38.89,39.03,430.3150,430.3147,430.3151,5.5E3,5.3E2,1.1E3,5.5E3,0,,,,,,,,,DETECTED,430.3150,430.3147,430.3151,38.95,38.89,39.03,5.5E3,5.3E2,1.1E3,5.5E3,0.10,1.32,1.64,0,,,
3430,38.95,38.60,39.10,465.3791,465.3788,465.3794,2.1E3,8.9E2,1.0E3,2.1E3,0,,,,,,,,,DETECTED,465.3791,465.3788,465.3794,38.95,38.60,39.10,2.1E3,8.9E2,1.0E3,2.1E3,0.51,0.72,0.43,0,,,
3431,38.97,38.89,39.05,840.5688,840.5684,840.5693,6.8E3,6.7E2,1.1E3,6.8E3,0,,,,,,,,,DETECTED,840.5688,840.5684,840.5693,38.97,38.89,39.05,6.8E3,6.7E2,1.1E3,6.8E3,0.10,1.11,1.22,0,,,
3432,38.97,38.91,39.02,841.5723,841.5717,841.5726,2.7E3,2.2E2,1.0E3,2.7E3,0,,,,,,,,,DETECTED,841.5723,841.5717,841.5726,38.97,38.91,39.02,2.7E3,2.2E2,1.0E3,2.7E3,0.10,0.99,0.98,0,,,
3433,38.98,38.53,39.29,421.3527,421.3524,421.3529,2.9E3,1.6E3,9.3E2,2.9E3,0,,,,,,,,,DETECTED,421.3527,421.3524,421.3529,38.98,38.53,39.29,2.9E3,1.6E3,9.3E2,2.9E3,0.68,0.84,0.68,0,,,
3434,38.98,38.51,39.29,526.4318,526.4316,526.4320,5.5E3,3.0E3,2.0E3,5.5E3,0,,,,,,,,,DETECTED,526.4318,526.4316,526.4320,38.98,38.51,39.29,5.5E3,3.0E3,2.0E3,5.5E3,0.65,0.83,0.65,0,,,
3435,38.98,38.91,39.08,796.5424,796.5420,796.5426,1.0E4,1.1E3,1.5E3,1.0E4,0,,,,,,,,,DETECTED,796.5424,796.5420,796.5426,38.98,38.91,39.08,1.0E4,1.1E3,1.5E3,1.0E4,0.10,1.22,1.44,0,,,
3436,39.00,38.95,39.07,674.5057,674.5055,674.5061,2.0E3,1.9E2,8.2E2,2.0E3,0,,,,,,,,,DETECTED,674.5057,674.5055,674.5061,39.00,38.95,39.07,2.0E3,1.9E2,8.2E2,2.0E3,0.13,1.14,1.27,0,,,
3437,39.02,38.91,39.40,440.4102,440.4096,440.4104,3.4E4,6.5E3,1.2E3,3.4E4,0,,,,,,,,,DETECTED,440.4102,440.4096,440.4104,39.02,38.91,39.40,3.4E4,6.5E3,1.2E3,3.4E4,0.17,2.19,2.25,0,,,
3438,39.02,38.93,39.22,441.4135,441.4132,441.4136,9.5E3,1.6E3,8.9E2,9.5E3,0,,,,,,,,,DETECTED,441.4135,441.4132,441.4136,39.02,38.93,39.22,9.5E3,1.6E3,8.9E2,9.5E3,0.17,1.68,2.33,0,,,
3439,39.02,38.84,39.22,517.3715,517.3711,517.3718,3.6E3,8.8E2,9.0E2,3.6E3,0,,,,,,,,,DETECTED,517.3715,517.3711,517.3718,39.02,38.84,39.22,3.6E3,8.8E2,9.0E2,3.6E3,0.24,1.09,1.17,0,,,
3440,39.02,38.95,39.17,619.3104,619.3099,619.3108,2.0E3,3.3E2,7.0E2,2.0E3,0,,,,,,,,,DETECTED,619.3104,619.3099,619.3108,39.02,38.95,39.17,2.0E3,3.3E2,7.0E2,2.0E3,0.20,1.59,2.19,0,,,
3441,39.02,38.95,39.15,752.5163,752.5160,752.5167,1.5E4,1.6E3,8.4E2,1.5E4,0,,,,,,,,,DETECTED,752.5163,752.5160,752.5167,39.02,38.95,39.15,1.5E4,1.6E3,8.4E2,1.5E4,0.10,1.44,1.65,0,,,
3442,39.02,38.97,39.08,753.5197,753.5196,753.5198,6.1E3,5.3E2,1.8E3,6.1E3,0,,,,,,,,,DETECTED,753.5197,753.5196,753.5198,39.02,38.97,39.08,6.1E3,5.3E2,1.8E3,6.1E3,0.10,1.14,1.28,0,,,
3443,39.02,38.91,39.17,1046.7728,1046.7715,1046.7739,1.9E3,3.9E2,7.7E2,1.9E3,0,,,,,,,,,DETECTED,1046.7728,1046.7715,1046.7739,39.02,38.91,39.17,1.9E3,3.9E2,7.7E2,1.9E3,0.26,1.23,1.45,0,,,
3444,39.03,38.67,39.49,540.4475,540.4470,540.4477,1.1E4,4.5E3,1.7E3,1.1E4,0,,,,,,,,,DETECTED,540.4475,540.4470,540.4477,39.03,38.67,39.49,1.1E4,4.5E3,1.7E3,1.1E4,0.34,1.12,1.49,0,,,
3445,39.03,38.84,39.13,792.3655,792.3650,792.3662,3.6E3,6.5E2,8.9E2,3.6E3,0,,,,,,,,,DETECTED,792.3655,792.3650,792.3662,39.03,38.84,39.13,3.6E3,6.5E2,8.9E2,3.6E3,0.20,0.76,0.52,0,,,
3446,39.03,38.84,39.15,820.3969,820.3966,820.3974,4.0E3,8.1E2,1.0E3,4.0E3,0,,,,,,,,,DETECTED,820.3969,820.3966,820.3974,39.03,38.84,39.15,4.0E3,8.1E2,1.0E3,4.0E3,0.21,0.81,0.61,0,,,
3447,39.05,39.00,39.10,708.4904,708.4902,708.4906,1.9E4,1.5E3,8.2E3,1.9E4,0,,,,,,,,,DETECTED,708.4904,708.4902,708.4906,39.05,39.00,39.10,1.9E4,1.5E3,8.2E3,1.9E4,0.10,0.98,0.96,0,,,
3448,39.05,39.00,39.10,709.4936,709.4935,709.4938,7.2E3,5.7E2,3.1E3,7.2E3,0,,,,,,,,,DETECTED,709.4936,709.4935,709.4938,39.05,39.00,39.10,7.2E3,5.7E2,3.1E3,7.2E3,0.10,0.98,0.96,0,,,
3449,39.05,38.97,39.13,766.5317,766.5313,766.5323,2.1E3,2.7E2,7.8E2,2.1E3,0,,,,,,,,,DETECTED,766.5317,766.5313,766.5323,39.05,38.97,39.13,2.1E3,2.7E2,7.8E2,2.1E3,0.16,0.98,0.97,0,,,
3450,39.05,38.86,39.20,1075.8071,1075.8065,1075.8078,2.0E3,5.8E2,8.0E2,2.0E3,0,,,,,,,,,DETECTED,1075.8071,1075.8065,1075.8078,39.05,38.86,39.20,2.0E3,5.8E2,8.0E2,2.0E3,0.33,0.90,0.80,0,,,
3451,39.07,38.93,39.17,682.4978,682.4975,682.4982,9.9E3,1.7E3,2.0E3,9.9E3,0,,,,,,,,,DETECTED,682.4978,682.4975,682.4982,39.07,38.93,39.17,9.9E3,1.7E3,2.0E3,9.9E3,0.19,0.87,0.74,0,,,
3452,39.07,38.97,39.13,725.5008,725.5003,725.5012,2.5E3,3.2E2,8.2E2,2.5E3,0,,,,,,,,,DETECTED,725.5008,725.5003,725.5012,39.07,38.97,39.13,2.5E3,3.2E2,8.2E2,2.5E3,0.15,0.83,0.66,0,,,
3453,39.07,38.95,39.15,735.5454,735.5451,735.5457,3.4E3,5.5E2,1.2E3,3.4E3,0,,,,,,,,,DETECTED,735.5454,735.5451,735.5457,39.07,38.95,39.15,3.4E3,5.5E2,1.2E3,3.4E3,0.18,0.85,0.71,0,,,
3454,39.07,38.97,39.17,770.5582,770.5577,770.5589,2.5E3,3.8E2,9.5E2,2.5E3,0,,,,,,,,,DETECTED,770.5582,770.5577,770.5589,39.07,38.97,39.17,2.5E3,3.8E2,9.5E2,2.5E3,0.19,1.00,1.00,0,,,
3455,39.07,38.93,39.19,788.5691,788.5685,788.5700,9.3E3,1.6E3,1.4E3,9.3E3,0,,,,,,,,,DETECTED,788.5691,788.5685,788.5700,39.07,38.93,39.19,9.3E3,1.6E3,1.4E3,9.3E3,0.18,0.94,0.87,0,,,
3456,39.07,38.95,39.19,789.5725,789.5720,789.5731,4.0E3,6.8E2,1.1E3,4.0E3,0,,,,,,,,,DETECTED,789.5725,789.5720,789.5731,39.07,38.95,39.19,4.0E3,6.8E2,1.1E3,4.0E3,0.18,1.00,1.00,0,,,
3457,39.08,38.82,39.22,541.4508,541.4506,541.4512,3.0E3,8.8E2,9.2E2,3.0E3,0,,,,,,,,,DETECTED,541.4508,541.4506,541.4512,39.08,38.82,39.22,3.0E3,8.8E2,9.2E2,3.0E3,0.33,0.77,0.53,0,,,
3458,39.08,39.03,39.13,542.4267,542.4263,542.4270,2.3E3,1.8E2,9.7E2,2.3E3,0,,,,,,,,,DETECTED,542.4267,542.4263,542.4270,39.08,39.03,39.13,2.3E3,1.8E2,9.7E2,2.3E3,0.10,1.01,1.02,0,,,
3459,39.08,38.95,39.19,627.4623,627.4618,627.4627,4.3E3,7.2E2,1.1E3,4.3E3,0,,,,,,,,,DETECTED,627.4623,627.4618,627.4627,39.08,38.95,39.19,4.3E3,7.2E2,1.1E3,4.3E3,0.18,0.88,0.76,0,,,
3460,39.08,38.93,39.19,645.4732,645.4730,645.4734,2.2E4,3.9E3,5.0E3,2.2E4,0,,,,,,,,,DETECTED,645.4732,645.4730,645.4734,39.08,38.93,39.19,2.2E4,3.9E3,5.0E3,2.2E4,0.19,0.84,0.67,0,,,
3461,39.08,38.93,39.19,646.4765,646.4763,646.4768,9.8E3,1.7E3,1.7E3,9.8E3,0,,,,,,,,,DETECTED,646.4765,646.4763,646.4768,39.08,38.93,39.19,9.8E3,1.7E3,1.7E3,9.8E3,0.18,0.84,0.67,0,,,
3462,39.08,38.91,39.19,663.4837,663.4834,663.4839,3.0E4,5.2E3,3.8E3,3.0E4,0,,,,,,,,,DETECTED,663.4837,663.4834,663.4839,39.08,38.91,39.19,3.0E4,5.2E3,3.8E3,3.0E4,0.18,0.80,0.61,0,,,
3463,39.08,39.02,39.15,664.4647,664.4643,664.4674,2.0E4,1.8E3,3.7E3,2.0E4,0,,,,,,,,,DETECTED,664.4647,664.4643,664.4674,39.08,39.02,39.15,2.0E4,1.8E3,3.7E3,2.0E4,0.09,1.01,1.02,0,,,
3464,39.08,38.93,39.19,664.4870,664.4867,664.4874,1.3E4,2.2E3,2.5E3,1.3E4,0,,,,,,,,,DETECTED,664.4870,664.4867,664.4874,39.08,38.93,39.19,1.3E4,2.2E3,2.5E3,1.3E4,0.18,0.84,0.67,0,,,
3465,39.08,39.02,39.15,665.4680,665.4676,665.4709,7.8E3,7.0E2,1.7E3,7.8E3,0,,,,,,,,,DETECTED,665.4680,665.4676,665.4709,39.08,39.02,39.15,7.8E3,7.0E2,1.7E3,7.8E3,0.09,1.01,1.02,0,,,
3466,39.08,38.93,39.17,681.4943,681.4941,681.4945,2.5E4,4.2E3,5.1E3,2.5E4,0,,,,,,,,,DETECTED,681.4943,681.4941,681.4945,39.08,38.93,39.17,2.5E4,4.2E3,5.1E3,2.5E4,0.19,0.78,0.56,0,,,
3467,39.08,38.97,39.13,689.4799,689.4792,689.4803,2.7E3,3.4E2,1.0E3,2.7E3,0,,,,,,,,,DETECTED,689.4799,689.4792,689.4803,39.08,38.97,39.13,2.7E3,3.4E2,1.0E3,2.7E3,0.16,0.71,0.43,0,,,
3468,39.08,38.97,39.15,693.6053,693.6049,693.6055,2.4E3,3.3E2,8.5E2,2.4E3,0,,,,,,,,,DETECTED,693.6053,693.6049,693.6055,39.08,38.97,39.15,2.4E3,3.3E2,8.5E2,2.4E3,0.16,0.79,0.57,0,,,
3469,39.08,38.93,39.19,699.5049,699.5046,699.5052,1.1E5,1.8E4,1.9E4,1.1E5,0,,,,,,,,,DETECTED,699.5049,699.5046,699.5052,39.08,38.93,39.19,1.1E5,1.8E4,1.9E4,1.1E5,0.17,0.84,0.67,0,,,
3470,39.08,38.91,39.17,700.5084,700.5080,700.5087,4.7E4,7.5E3,5.1E3,4.7E4,0,,,,,,,,,DETECTED,700.5084,700.5080,700.5087,39.08,38.91,39.17,4.7E4,7.5E3,5.1E3,4.7E4,0.17,0.75,0.51,0,,,
3471,39.08,38.93,39.17,701.5114,701.5111,701.5120,1.0E4,1.6E3,1.5E3,1.0E4,0,,,,,,,,,DETECTED,701.5114,701.5111,701.5120,39.08,38.93,39.17,1.0E4,1.6E3,1.5E3,1.0E4,0.17,0.78,0.56,0,,,
3472,39.08,38.97,39.17,707.4904,707.4898,707.4910,3.0E3,4.5E2,1.2E3,3.0E3,0,,,,,,,,,DETECTED,707.4904,707.4898,707.4910,39.08,38.97,39.17,3.0E3,4.5E2,1.2E3,3.0E3,0.18,0.86,0.72,0,,,
3473,39.08,39.00,39.15,716.5321,716.5316,716.5343,2.2E3,2.6E2,8.7E2,2.2E3,0,,,,,,,,,DETECTED,716.5321,716.5316,716.5343,39.08,39.00,39.15,2.2E3,2.6E2,8.7E2,2.2E3,0.14,0.91,0.82,0,,,
3474,39.08,38.89,39.19,717.5156,717.5153,717.5158,2.1E5,3.6E4,1.1E4,2.1E5,0,,,,,,,,,DETECTED,717.5156,717.5153,717.5158,39.08,38.89,39.19,2.1E5,3.6E4,1.1E4,2.1E5,0.18,0.79,0.61,0,,,
3475,39.08,38.89,39.19,718.5188,718.5185,718.5195,9.3E4,1.6E4,5.0E3,9.3E4,0,,,,,,,,,DETECTED,718.5188,718.5185,718.5195,39.08,38.89,39.19,9.3E4,1.6E4,5.0E3,9.3E4,0.18,0.78,0.61,0,,,
3476,39.08,38.91,39.19,719.5217,719.5214,719.5223,2.3E4,3.9E3,1.7E3,2.3E4,0,,,,,,,,,DETECTED,719.5217,719.5214,719.5223,39.08,38.91,39.19,2.3E4,3.9E3,1.7E3,2.3E4,0.18,0.80,0.64,0,,,
3477,39.08,38.97,39.17,720.5243,720.5240,720.5248,3.4E3,5.1E2,1.1E3,3.4E3,0,,,,,,,,,DETECTED,720.5243,720.5240,720.5248,39.08,38.97,39.17,3.4E3,5.1E2,1.1E3,3.4E3,0.17,0.86,0.72,0,,,
3478,39.08,38.98,39.19,722.5052,722.5048,722.5057,2.6E3,3.9E2,8.3E2,2.6E3,0,,,,,,,,,DETECTED,722.5052,722.5048,722.5057,39.08,38.98,39.19,2.6E3,3.9E2,8.3E2,2.6E3,0.17,1.01,1.02,0,,,
3479,39.08,38.93,39.19,723.5233,723.5230,723.5235,9.5E3,1.5E3,1.3E3,9.5E3,0,,,,,,,,,DETECTED,723.5233,723.5230,723.5235,39.08,38.93,39.19,9.5E3,1.5E3,1.3E3,9.5E3,0.17,0.84,0.67,0,,,
3480,39.08,38.95,39.19,724.5269,724.5265,724.5298,3.8E3,6.3E2,8.5E2,3.8E3,0,,,,,,,,,DETECTED,724.5269,724.5265,724.5298,39.08,38.95,39.19,3.8E3,6.3E2,8.5E2,3.8E3,0.18,0.88,0.76,0,,,
3481,39.08,38.97,39.17,736.3960,736.3958,736.3963,2.6E3,4.0E2,1.0E3,2.6E3,0,,,,,,,,,DETECTED,736.3960,736.3958,736.3963,39.08,38.97,39.17,2.6E3,4.0E2,1.0E3,2.6E3,0.19,0.86,0.72,0,,,
3482,39.08,38.98,39.13,738.4850,738.4844,738.4858,2.0E3,2.2E2,7.0E2,2.0E3,0,,,,,,,,,DETECTED,738.4850,738.4844,738.4858,39.08,38.98,39.13,2.0E3,2.2E2,7.0E2,2.0E3,0.14,0.75,0.50,0,,,
3483,39.08,38.93,39.19,739.4972,739.4969,739.4977,1.1E5,1.7E4,1.7E4,1.1E5,0,,,,,,,,,DETECTED,739.4972,739.4969,739.4977,39.08,38.93,39.19,1.1E5,1.7E4,1.7E4,1.1E5,0.17,0.84,0.67,0,,,
3484,39.08,38.93,39.19,740.5007,740.5004,740.5011,4.7E4,7.7E3,7.5E3,4.7E4,0,,,,,,,,,DETECTED,740.5007,740.5004,740.5011,39.08,38.93,39.19,4.7E4,7.7E3,7.5E3,4.7E4,0.17,0.84,0.67,0,,,
3485,39.08,38.93,39.17,741.5036,741.5034,741.5041,1.0E4,1.6E3,1.4E3,1.0E4,0,,,,,,,,,DETECTED,741.5036,741.5034,741.5041,39.08,38.93,39.17,1.0E4,1.6E3,1.4E3,1.0E4,0.17,0.78,0.56,0,,,
3486,39.08,38.97,39.15,742.6839,742.6835,742.6842,2.4E3,3.4E2,8.6E2,2.4E3,0,,,,,,,,,DETECTED,742.6839,742.6835,742.6842,39.08,38.97,39.15,2.4E3,3.4E2,8.6E2,2.4E3,0.16,0.79,0.57,0,,,
3487,39.08,38.91,39.17,748.5577,748.5573,748.5584,8.0E3,1.4E3,9.0E2,8.0E3,0,,,,,,,,,DETECTED,748.5577,748.5573,748.5584,39.08,38.91,39.17,8.0E3,1.4E3,9.0E2,8.0E3,0.18,0.75,0.50,0,,,
